focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer,emotion
social_group,4,4,6,"My other question was for parents whose children have just different disorders that they may be facing, how has the problematic internet usage or the problematic social media usage influenced that? For example, we've heard from other parents whose children have anxiety, how looking at pictures of people on Instagram, the way that they are living, social media influencers, like on YouTube and things like that, how that has increased the amount of anxiety that the child may be facing. Your child has been diagnosed with a specific disorder. How do you think that disorder has impacted their use of devices during the pandemic?",2,"I'm sorry. I don't know what it is. I've seen that no matter what disorder they have, for some reason they are geniuses that can handle whatever the internet throws their way. I swear because Child 1 cannot remember his left from his right sometimes, but he sure can remember every app, every song. It's crazy. I don't understand it.",disgust
social_group,4,4,6,"My other question was for parents whose children have just different disorders that they may be facing, how has the problematic internet usage or the problematic social media usage influenced that? For example, we've heard from other parents whose children have anxiety, how looking at pictures of people on Instagram, the way that they are living, social media influencers, like on YouTube and things like that, how that has increased the amount of anxiety that the child may be facing. Your child has been diagnosed with a specific disorder. How do you think that disorder has impacted their use of devices during the pandemic?",5,"I kind of agree with all the other parents. Prior to COVID, I kept my son Child 1, very sheltered. I feel like social media has made him aware and very angry, with all the new technology, because like I said, he's eight going on 40. His mind's like a sponge. So it's made him very aware of the world that I've sheltered him from. And very angry and scared and very worried and panicky. I don't know if that's a thing, because I'm still learning everything that he's being diagnosed with. So it makes him very panicky.",anxious
social_group,4,4,6,"My other question was for parents whose children have just different disorders that they may be facing, how has the problematic internet usage or the problematic social media usage influenced that? For example, we've heard from other parents whose children have anxiety, how looking at pictures of people on Instagram, the way that they are living, social media influencers, like on YouTube and things like that, how that has increased the amount of anxiety that the child may be facing. Your child has been diagnosed with a specific disorder. How do you think that disorder has impacted their use of devices during the pandemic?",4,"Yeah. And my son wants to be like this YouTuber, thinks he's going to make tons of money. I'm like, ""No, you're living in my basement if you think you're going to be a YouTuber for the rest of your life."" So it's just like, I really feel like it doesn't give them a sense of what's real. And that's scary.",anxious
social_group,4,4,6,"My other question was for parents whose children have just different disorders that they may be facing, how has the problematic internet usage or the problematic social media usage influenced that? For example, we've heard from other parents whose children have anxiety, how looking at pictures of people on Instagram, the way that they are living, social media influencers, like on YouTube and things like that, how that has increased the amount of anxiety that the child may be facing. Your child has been diagnosed with a specific disorder. How do you think that disorder has impacted their use of devices during the pandemic?",6,"Yeah. He wanted me to buy likes for whatever he was doing so that he could as well be a famous YouTuber. I mean, I really just find that, I understand the whole feeling about like, what else can you give them to do? Because we do, we feel guilty. They're sitting in this house, they have a disability. And my son is by himself. He has lots of brothers, but they're not here. So it's just really, really hard. But yeah, he wanted me to buy him likes. I don't know how much it costs, but I wasn't buying likes.",anxious
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",4,"I can speak. So I- [crosstalk 00:17:26] Sure. So my 16-year-old, I don't think that he... I mean, I guess they must've used technology before, but... I guess they used Google classroom and stuff, but not as much as they obviously did during the pandemic. They always had PupilPath and different things to, sort of, follow their assignments. But I think during the pandemic, my son, the 16-year-old, has ADHD. And so, he has two screens in his room. So on one screen, there's a Zoom with his class. And on the other screen, he's playing video games. And to me, it's just very frustrating and it's been... You can't take technology away from them because they need it for school. So that's been a very frustrating part of the whole experience. And he feels like he's not really learning very much because, well, I mean, I would say it's because he's playing video games while they're trying to teach him. But he says it's just not conducive to his learning, so.",disgust
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",1,"So they never, definitely my eight-year-old, never used technology for school. They don't even have homework at that age. My 13-year-old, he also has ADD, ADHD and he has an IEP and all that stuff. And so, he would do his homework at school. So I don't even know what he'd used in terms of technology, but he didn't use it at home. That's for sure. And then afterwards, he had to use it for... It's the same situation with the two screens, and he would have his Chromebook open doing school. And then I can't helicopter him, so-",anxious
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",1,"Because I'm working full-time from home. So I'm jumping between mom hat, work hat. And so I go in there into his room and I have to keep the door open because then I can't trust him. He sneaks it and he has another screen going. It's like crack, it's like a drug, like he has to have it. And I'm like, ""You don't play at school, video games. So why would you think you can do it during school hours at home?"" And then he's, ""Of course. Of course, Mom."" And then he does it anyway. So there's the sneaking. And really, I can't put any limits on him because that's not just for school. It's also how they socialize. So he's not seeing his friends at school. So how... Anyway, I think that before it was almost non-existence in terms of education.",disgust
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",1,"That's his only outlet, even now. That's just how it... I don't know if that's how it would normally be anyway, just because of their age and the era that we live in. It's a digital age, so maybe it would have been anyway, but-",serenity
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",2,"Sure. It's pretty similar to what you guys are saying. My son is the oldest, he's 12, so he didn't really use technology much in school. He's ADHD, as well as dyslexic. So purposefully, they avoided technology just for the process of writing is better. So he did use some apps for reading, like Learning Ally for reading and stuff. But basically, one positive thing is he's definitely learned how to type, which is amazing. At first I would watch him. It was so tedious. It was painful. For him, some parts would have been positive, like learning to type, it actually helped him be a little more organized because all of his work was in Google Classroom instead of forgetting papers at school. And so, he would get a notification from his teacher that he had work to do, and it would be right there.
	It wasn't something that he'd written and forgotten about or whatever. So in a lot of ways, it sort of helped him be a little more accountable because it was just in his face. I could look at it and see and help him. I don't know if he says he didn't have something, I could see that he did and it wasn't just something that he forgot he had, right? The negatives are definitely what you're saying, as far as being distracted and like... It was hopeless. I tried so hard in the beginning to keep him off of video games. But for him, it was a total distraction, but somehow he was able to manage to keep up with schoolwork. I don't know how he did it, but he definitely did his schoolwork, in addition to watching videos while the teacher was talking, which makes no sense.
	It would drive me batty, but the same thing. I'm trying to work and I can't stay on top of him. I tried all the screen time things, but then he would just find ways around it. The greatest one was figuring out that he had to have Google Docs. So he figured out how he could import his YouTube videos into Google Doc and watch them, even though I turned off YouTube. One day, I'm like, ""How is he watching that?"" And he even told me, he was like, ""Oh!"" Like he was so proud, but I was like, ""That's great that you figured it out, but it's-"" [crosstalk 00:25:52]",anxious
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",2,"I mean his school, they made us feel better because they're like, ""We're dealing with all the kids."" So it's like, well, they're well aware. So in a lot of ways, they changed some of their strategies to make things a little more interactive instead of a little less, sort of cut and dry, so they can engage them more, which helped somewhat, but.
	Anyways, so my daughter, I don't know, she's totally addicted to her device, which she didn't... Well, we had a family iPad before, but then once this happened, she's 10, almost 11. So we eventually... She has her own device so that she could do the school stuff and she's addicted to it. But it's been a little tricky for her because she's definitely become... It's hard to motivate her to do other things because it's like... So the gratification is there. It's so easy. I don't know. I feel like that's the hardest part is how do you scale back, isn't it?",anxious
gaming_group,1,3,2,"Yeah, that's actually going to be my next question. It's just about returning back and different challenges that we're anticipating. But I just want to check in with Parent 3. Any progress? Are you able to speak now for a minute? Or is your audio able to be turned on? Okay, so we'll move on, but if you figure out your audio, please speak up at any point.
	So, okay. So moving on to the next question, which is, as we have already started going back to school or planning to return to school, what challenges do you anticipate for your children returning to school? And are there any parts that you would maybe want to see continue or things that you would definitely want to see disappear? So anyone can take that one first.",1,"Well, since I'm already muting, I think that going forward, it's never, it's not going to ever be the same the way it was. We're in for the whole new life, basically. And I think that I'm not ever going to get my iPad back. That's gone, so that's a bummer. And I think that I'm going to see what I saw at the very end of the year when they went back. And I think I'm going to see that in the fall, meaning towards the end of the year, my son was failing out of school. And it was because I don't think anybody was monitoring him. At least when he was home, I was monitoring him a little bit. Enough to be like, ""Did you do this? Did you do that?""
	Well, I'm not a helicopter parent anyway, but I'm certainly not... I'm thinking that he's got special ed teachers who keep him on track and make them write down what he needs to do at the end of every day. But I found out that he was missing entire homeworks, entire reports, and when I would ask him, he would, ""Oh yeah, no, I turned everything in. Everything's totally fine."" And then I get an email from the school saying, ""He's got an F,"" Or ""He's got a D."" He's missing these six things. And so I anticipate it's going to be very similar to that.
	As Parent 2 mentioned with the dyslexia, my son also has dyslexia. He was just diagnosed, though. And it's not the one where you flip the things. It's a much more weird. I don't know. Anyways, he's doing the Wilson book programs. And so, and he has summer school because of it, because and he's only on grade three, it's really bad. And so, I mean, the guy can barely read, and even when he reads, he can't comprehend. So I just feel like I'm already starting off with just a huge catch-up that is unrealistic. He's not going to catch up. And so it's going to take years to get there. And it's going to take a lot of summer school, so.
	I mean, and I think that I actually anticipate that he's going to need outside help and not just tutors, but people who are specifically trained in where he has deficiencies, with the ADHD and the focusing and the reading comprehension, and really, because he has to unlearn the way he learned and then relearn it a different way with the Wilson, that I think that I'm just anticipating a shit show",anxious
gaming_group,1,3,2,"Yeah, that's actually going to be my next question. It's just about returning back and different challenges that we're anticipating. But I just want to check in with Parent 3. Any progress? Are you able to speak now for a minute? Or is your audio able to be turned on? Okay, so we'll move on, but if you figure out your audio, please speak up at any point.
	So, okay. So moving on to the next question, which is, as we have already started going back to school or planning to return to school, what challenges do you anticipate for your children returning to school? And are there any parts that you would maybe want to see continue or things that you would definitely want to see disappear? So anyone can take that one first.",1,"Another thing, everybody is going to struggle. It's just our kids, who need a little bit more support, are going to have a very hard time. And not just, he's going to get extra support through sports through the school, for sure, because I make sure it's in his IEP. I fight for him, like nobody's business. But he's going to need even more outside support and including me, my husband, and that sort of thing.",anxious
gaming_group,1,3,2,"Yeah, that's actually going to be my next question. It's just about returning back and different challenges that we're anticipating. But I just want to check in with Parent 3. Any progress? Are you able to speak now for a minute? Or is your audio able to be turned on? Okay, so we'll move on, but if you figure out your audio, please speak up at any point.
	So, okay. So moving on to the next question, which is, as we have already started going back to school or planning to return to school, what challenges do you anticipate for your children returning to school? And are there any parts that you would maybe want to see continue or things that you would definitely want to see disappear? So anyone can take that one first.",1,"Absolutely, absolutely. I think I'm going to have to fight tooth and nail to get everything that he needs. And then I'm going to have to get a second job to pay for all of the tutoring he's going to need, so. Yeah. That's, I'm anticipating a [crosstalk 00:33:33].",anxious
gaming_group,1,3,2,"Yeah, that's actually going to be my next question. It's just about returning back and different challenges that we're anticipating. But I just want to check in with Parent 3. Any progress? Are you able to speak now for a minute? Or is your audio able to be turned on? Okay, so we'll move on, but if you figure out your audio, please speak up at any point.
	So, okay. So moving on to the next question, which is, as we have already started going back to school or planning to return to school, what challenges do you anticipate for your children returning to school? And are there any parts that you would maybe want to see continue or things that you would definitely want to see disappear? So anyone can take that one first.",4,"Yeah. So I don't know, I think that there were some good things, like with the Google classroom and stuff, I could, not that I did, but because he gets very upset if I try to stay on top of him. He was able to see what he was missing and everything. And so I think going back, I think that he has learned some executive skills that he didn't have before, which is really good for somebody who's 16 and theoretically will fly the coop in two years. I do think he has expressed the fact that he is looking forward to going back to school. Because he will not be allowed to play video games while he's supposed to be listening to the teachers, so that's a good thing. I do agree that he has not learned as much as he should have. And I think that the thing that I'm most worried about is his math because he's supposed to go into pre-calculus next year, and I'm not sure he knows trigonometry or whatever he was supposed to learn this year. But we'll deal with it, tutors, whatever if he gets into trouble.
	I'm not sure that I would agree with leaving everybody back because I do think... For my daughter, she's much more high functioning than my son. And she had a 99 average between her classes and went to school and got all her schoolwork done and never handed anything in late. And meanwhile, my son had 20 missing assignments the day before school ended, and somehow he got it down to six. So, I think my daughter, I think she actually benefited because she's a seventh-grade girl and seventh-grade girls are so mean to each other and the fact that they were at home and did not have to interact with all the other mean girls. I think that was actually good for her. So-",serenity
gaming_group,1,3,3,"Yeah, I was. And this is a question for everybody. We've heard a lot of parents talk about the pros and cons of the ways in which their children's teachers have managed their kid's specific needs, how Google classroom plays a role. How discord, how these other online resources affect that. So I just wanted to know, from you guys' perspective, how your specific teachers have either contributed or aided in the problems that your kids have dealt with throughout the pandemic and online technology in-school use and things like that.",2,"One thing I would say sort of to add to both of these things is my daughter's 10, and she's in fifth grade. So one negative thing that I saw that her teacher actually helped with a little was I think it was a lot for them to have to stare at themselves on the screen all the time. My daughter started, I don't know, worrying about things about herself, like ""My eyebrows are too... You can't see my..."", all these crazy things. And it's because she's looking at all of her friends and herself straight on all the time. So it did become sort of a conversation with her teacher. And they were pretty strict at first about trying to get them to turn all their cameras on.
	But I think they became a little more lenient when they sort of realized that kids can have their camera off but still be paying attention, which is the case with my daughter, probably not my son. But my daughter definitely, she would be doing what she needed to do most of the time. But so I do think it kind of, I don't know, it was this weird... She became a little more self-conscious, I think, I don't know.
	But then it was interesting also to see the difference between my daughter's teachers and my son's teachers. He had way more daily, all the time classes in-person on Zoom. Whereas my daughter was a little more... She did have in-person, but it was, I don't know, half the amount of time as him probably. So I don't know. She had to work more independently than he did. I don't know.",serenity
gaming_group,1,3,3,"Yeah, I was. And this is a question for everybody. We've heard a lot of parents talk about the pros and cons of the ways in which their children's teachers have managed their kid's specific needs, how Google classroom plays a role. How discord, how these other online resources affect that. So I just wanted to know, from you guys' perspective, how your specific teachers have either contributed or aided in the problems that your kids have dealt with throughout the pandemic and online technology in-school use and things like that.",1,"I'll go. So I think that the teachers... It really depended on the type of teacher. The general ed teachers, I found, were less tolerant of any adjustments to the technology or to the timeframes of things. And they were just less flexible. And I think it's because they were just overwhelmed with so many kids, plus so many kids with technology issues. And my boys didn't have the same experience because I don't have a girl. But I really, if I had been her, I would have been like, ""Oh my God, oh my God."" I would have been like, ""Whoa, this is not good. Everybody's seeing me."" I would have flipped, so. But my kids are like, ""I have to shower, what?"" So I think that the general ed teachers were... I found some of them to be mean and just intolerant to any adjustments.
	And, but then the special ed teachers would come in and say, ""Okay, let's deal with this."" And much the way they do at the actual school in-person. And so, I felt that they really helped facilitate the situation. And also act as a go-between in between me, the general ed teacher, and [inaudible 00:42:49] and my kids, both of them really. And so, I think that because they had two teachers, that really helped a lot. But also, I would find they would just disappear. We would log into school, and they would be like, ""So-and-so is out."" Okay. And they would be out for one day. ""So here's an assignment. We're not going to give you any instructions."" Or ""We don't have a teacher for you because we don't have subs. So go do it.""
	And that was very hard for them to understand that. And then you had also the ones who were like, ""Well, I'm out for whatever,"" or ""I'm sick."" A lot of them did get sick, so they were out for a month. And so, in that case, if they had two teachers, the other one picked up the slack. But it was mostly just one day here, one day there, where it wasn't anticipated. And so the kids were just sort of left hanging. And it was tough because they were like, ""Well, how do we do attendance if she's not there? Or he's not there?"" And it was just, Anyway, I think the teachers were frustrated, and that showed, that came through very much so. And honestly, they should have been frustrated. It was frustrating for everybody. So, that's it.",anxious
gaming_group,1,3,4,"Yeah. The school can make a big difference. Okay. So, Parent 2, I think we did want to hear from you a little bit. Do you have anything to say about any challenges you're anticipating in going back and returning to being fully in-person?",2,"I think as far as challenges, I think it's more social. Right now, it's hard to get my kids to... I don't know. They feel like they've become hermits in some ways. So it is hard for me to get them to think outside of their video game box. You could give them a list of things to do and they can't. I don't know, they don't seem to want to do anything, so I think that's going to be the challenge. I mean, just really social, I think.",anxious
gaming_group,1,3,4,"Yeah. The school can make a big difference. Okay. So, Parent 2, I think we did want to hear from you a little bit. Do you have anything to say about any challenges you're anticipating in going back and returning to being fully in-person?",1,"I'll go. I think, first of all, we need to remember that it's not the '80s, and we're in a totally different era with or without COVID. I think that they are online all the time. And talk to adults who are young, much younger than us, but still in their 20s and things. And that's how they live. They're constantly online, be it for work and for gaming. And in some cases, I think that's just going to be the new norm, and it's not all bad because some gaming will teach you strategy and it's conflict resolution and all sorts of things. I mean, you can go one way or the other. In terms of the gaming, though. I think that I'm seeing that my youngest, my eight-year-old is much more addicted than he ever was.
	Before. Yes, he had my iPad. Yes, but I could easily take it away from him. Now, it's almost like the Chromebooks became a gateway drug to this whole, like a video game addiction thing. And both of my kids are complete addicts, complete. If I take it away from them, they will go through absolute withdrawals, to the point where I'm like, ""Whoa, this is not an appropriate reaction to what's going on."" And the world is ending apparently, if I turn off the internet, so. And so I think that because it's sort of the Chromebooks came in and they figured out how to use them, and the teachers taught them how to use them. Now they've got all these skills that they can use for good or evil. And so they're using it for both.
	And I do find my eight-year-old, who would never lie and sneak, sneaks the iPad, sneaks the video games. He still admits to it, but soon, he will not admit to it. And he will not say, ""Oh mom, last night I woke up, and I played the video."" At some point, he's going to start lying. My other one is I actually have to cut him off at the knees. I have to say, ""Everything's being shut down in 10 minutes."" Otherwise, he will be up until 3:00 AM, every single night playing, playing, playing. And so are all of his friends. That's what I don't understand. I'm like, ""Who are you playing with?"" And he's like, ""All of my friends."" And so they're all. I don't know what's going on, but everybody is just constantly on video games.
	And that's how they interact socially. And we're not into play dates yet anymore, or them getting together socially outside yet. Maybe it's because everybody tends to have younger kids. So they don't want to expose those who are vaccinated. I mean, those who are not vaccinated to anything, which I totally get. And so they still need that for socialization. So I'm stuck, I'm stuck between both. And I think it's just going to get worse, and I think we just need to embrace it and try and figure out what they're really getting out of it in a positive way and emphasize that.
	And so, and I think there are a lot... I can't think of all of them now, but I read an article that was just really, it was pro-gaming, and it was awesome. Because I was like, ""Oh, I never thought of that."" The strategy and conflict resolution. And they had brothers who lived... Were really close, and then they moved far away from each other. But the one thing they had in common was video games, and they talk every day. That's a good thing. And so I think there's a lot of positives that people forget about. On the flip side, they need to be-",serenity
gaming_group,1,3,4,"Yeah. The school can make a big difference. Okay. So, Parent 2, I think we did want to hear from you a little bit. Do you have anything to say about any challenges you're anticipating in going back and returning to being fully in-person?",1,"On the flip side, they need to be able to control it. And it's hard. It's almost like... It's not like drugs, cigarettes, or something like that, it's like sugar or caffeine. You can't avoid sugar. You have to have a little bit of it, but you got to be able to control it. So, we could look at it like, sugar can be a good thing, sometimes it makes things taste good, but there has to be a balance and a way of figuring that out. And so, I would love help from the school and from Child Mind Institute.",anxious
gaming_group,1,3,4,"Yeah. The school can make a big difference. Okay. So, Parent 2, I think we did want to hear from you a little bit. Do you have anything to say about any challenges you're anticipating in going back and returning to being fully in-person?",4,"No, I mean, I think my son was way addicted before COVID and is still as addicted to video gaming as he was before.",anxious
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",5,"Before the pandemic, I didn't use technology for education at home with my kids. I left it up to the school. I mean, I trusted the school. I knew that they had computer class, and I do think that's important, but I left it up to them. And for me, we used it almost exclusively for entertainment. Like when I needed to get something done, like make dinner, or something, and I just needed them occupied, that was it.
	I mean, some of that context, I think, matters, because I'm a single parent and we lived in an apartment in Brooklyn. So, the option of saying, ""Go outside and play,"" isn't there. If I have to be inside doing something, they have to be inside with me. And that's changed too, because we've moved since then. I mean, very rarely I would use maybe YouTube, or something, to show them something that they asked about, that I couldn't just answer in words. But I didn't use it much for education, so...",serenity
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",3,"For us, similar to Parent 5's situation, we really, before the pandemic, we were very strict about screen time. The kids only used the computers at school. I mean, if they had to, they'd use them at home, but it was mostly unnecessary. They didn't really have phones. Again, it was unnecessary. They knew how to use them, but it was just an arbitrary thing, because they would use them in school and it was sufficient. 
	And so, obviously, during the pandemic, they had a steep learning curve, and they went from like 10% of knowledge to 200% of knowledge. I've tried blocking some apps from them and websites, and they actually figure out a way around. So, even though it's blocked, they can still somehow manage to get around it. Yeah, it's become from none relevant education to solely relying on it for education, entertainment, and keeping them quiet. Yeah. That's it.",anxious
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",4,"Beforehand, my seven year old didn't use a computer at all. And I was delighted, because I read that the American Academy of Pediatrics said no screen time for children under the age of 10. And so, I stood by that. She had zero screen time. For my then 11 year old... 10 year old, oh god, when she had to, she would use the computer for typing and handing in assignments sometimes, because they did start using Google Classroom, I think, at least to print things out, I think. So she had started using computer.
	And for research, I will say it was nice. Because I remember, when I was in school, having like a 15 year old encyclopedia, and it just didn't have half the things I needed. And suddenly having the internet meant they could really get the information they needed. So that, actually, was very nice for that. However, it opens such a can of worms, that it's a struggle. But it's still, as with the other ladies, the difference has just been like getting hit by a tsunami. Suddenly, everything is on the computer. So...",anxious
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",2,"Yeah. Similar to Parent 5 and Parent 3, I mean, my kids would borrow my phone. They didn't have a Chromebook or iPad before this all happened. They got the Chromebooks from school. I mean, I'm working from home. I have three kids to juggle. I have conference calls, keep them quiet. So I got them all iPads and roadblocks happened, and that's how they communicate with friends. And it went all downhill, and now it's this huge thing that I can't... They're so addicted. 
	They run home from school, ""Where's my iPad? I want to play."" And now it's, I'm still working. And then you give it to them for a little bit, and they just don't want to get off. I mean, we really... They would play games or... For school, it was very minimal to start. Then, once we were home and they had these Chromebooks, they knew, like Parent 3 said, they knew how to get around things. They can get into games, and things you don't want them on. Yeah, it's like a lost battle.
	I wanted to clarify, when I said that the technology, I felt it was better, I guess I was referring to me, for my job. Like, ""Oh, man, I've always wanted to work from home."" So, it's been a great thing that I can be at home. And it's a lot better now that they're back in school. But for the kids, I mean, it's just, it's too much for them. Way too much.",serenity
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",1,"Before the pandemic, he was in the beginning of eighth grade, and then pandemic started second semester, or whatever, eighth grade. We used to just rarely, rarely, at home... He would be on the computer at school, definitely. They did group projects and research, so he was learning how to research on the computer.
	I mean, we would mostly look up like, what is that math concept? And what do we know it as? Or something to help him figure out what is this, something like that. But that was about the size of it. He already was on games, and talking to his friends through the games, video games, before the pandemic. And now it's 24/7, you know?",anxious
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",3,"... if it's fine. For us, it's actually, as much as it has become a headache, because my son is dyslexic and has ADHD, it has been easier for him to do schoolwork. Because now he can speak and it types for him, or he can just type. He's gotten much better at spelling, because he sees the words pop up, it does auto correct. He remembers how they're spelled. So, he has improved in that sense. It has been really, really helpful. When he wants to read something, it reads it to him. So, that's been a great improvement, in that sense. Having said-",joy
