focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer,
gaming_group,1,1,7,"Okay, and Parent 5, we'll definitely add your comment to our notes, thank you. Okay, let's, for the last 10 or 15 minutes, just move into talking a little bit about gaming specifically. I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits? Do you have concerns or problems? So I open it up to whoever wants to start.",5,"I don't even know, he plays Minecraft I think. Then it was like two hours, and four hours, and six hours, and eight hours, and 10 hours, and 12 hours, 14 hours, or 16 hours. It was crazy. And so much so, I took the boys to Florida, we drove to Florida over the summer to see my brother and even at my brother's house, his cousins were here there and he had the pool and stuff like that and he would spend 10 hours, 12 hours, 14 hours a day stuck in a room. And he would get upset if I would say, ""No, we're going to go out. We're going to take a walk. Or let's go swimming."" It just became... And still it's very hard to get a handle on it at 17. It's very, very hard, I feel, to get a handle on it. I'm like, ""You need to go to bed."" Even last night, it was 1:00 in the morning and I go, ""You're going to go to school tomorrow, you should go to bed.""",
gaming_group,1,1,7,"Okay, and Parent 5, we'll definitely add your comment to our notes, thank you. Okay, let's, for the last 10 or 15 minutes, just move into talking a little bit about gaming specifically. I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits? Do you have concerns or problems? So I open it up to whoever wants to start.",5,"And it's like, am I going to rip his laptop out of his room and we're going to fight? I don't want to do that, I tried to do that a couple of times and it just wasn't worth it to me. I just say to him, ""Look, you are becoming a young adult. You're going to have to make decisions for yourself. This isn't life, you can't game for 16 hours a day."" So with my younger ones it also feels out of control, but it feels the most out of control with my 17-year-old because he's like six feet tall, he has–",
gaming_group,1,1,7,"Okay, and Parent 5, we'll definitely add your comment to our notes, thank you. Okay, let's, for the last 10 or 15 minutes, just move into talking a little bit about gaming specifically. I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits? Do you have concerns or problems? So I open it up to whoever wants to start.",5,"Yeah, when he was younger I used to look at his phone and monitor and all this kind of stuff but now it's very hard to know the line and it's very hard to... He had social issues very similar to what Parent 1 was talking about. And now he has these friends, these online friends. He's never had a crew and now he has this crew and they all want to play with him and, ""Matthew, are you coming on?"" So yeah, it's–",
gaming_group,1,1,7,"Okay, and Parent 5, we'll definitely add your comment to our notes, thank you. Okay, let's, for the last 10 or 15 minutes, just move into talking a little bit about gaming specifically. I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits? Do you have concerns or problems? So I open it up to whoever wants to start.",3,"Okay, with gaming, very similar to everybody here. It was a little bit of a problem the summer before. We go up north, up to Maine where my mom grew up, and if you turn on the TV the first two channels are French. So I said, ""Sorry, the TV speaks French."" And that's it, it's never gone further than that. So I've managed up to this point to keep them off. We've got an old VCR that plays movies. I've been able to keep them off tablets for all this time. And now, with the pandemic, I had a concussion last year and it was like, all bets are off. They were just on devices and they were using the phone, they were FaceTime-ing their friends on the devices.",
gaming_group,1,1,7,"Okay, and Parent 5, we'll definitely add your comment to our notes, thank you. Okay, let's, for the last 10 or 15 minutes, just move into talking a little bit about gaming specifically. I'd like to hear from you guys, what was your child's gaming use before the pandemic, did you see it as beneficial? Did you have concerns before? And then, how has that gaming use changed since the pandemic started, any benefits? Do you have concerns or problems? So I open it up to whoever wants to start.",3,"And now we're at the point where my son says all the friends have moved away, we're in downtown Manhattan and all the friends have left so my son says, ""I have no friends."" Calls up a friend and then he'll be on for three hours, or four, five, or six, seven. My daughter has made an alternative account, I just found out, and she's trolling on Roblox. She's 11, [inaudible 01:01:54], people who are dating, and she will troll them. So that's something to be proud of for me. It's just a nightmare. So now I'm looking at software that I can block the whole thing down. I've put a padlock on where our desktop computer is, on the door, and she'll hide the lock. I'm like, ""Where is the padlock?"" And I've thrown all the devices in, or I'll rip the router out of the wall. I mean, it's gotten very ugly and I scream an awful lot. So yeah, it's not pretty.",
gaming_group,1,2,1,"	All right, if we can get started. I like doing this individual exercise where you can put down on a piece of paper two or three things that were positive in the ways technology affected your child's life over the past year and two or three of the worst ways technology has impacted your child over the past year, and then choose the one that was most important to each of you and then overall. So for example, mine would be that overall, the use of technology has given my kids better tech skills. They used it a lot to keep in touch with family that they kept in touch with less previous to COVID. And when they use technology, whether it's for Zoom, YouTube, or something else, it lets me work, which would be the most important part. The negatives are that they're constantly playing games, it's a struggle with bedtime and whining when I don't let them use it. Overall, I think it's more positive than negative. ",2,"Some positives are really voice to text, being able to do some additional classes on out school, because her school was a joke in Newark, and being able to stay in touch with friends. But all the bad sort of roll in together, she's addicted, she's a monster when she has to get off, and she can't focus with school because she has no interest in doing the online classes. All she wants to do is play games. So every second I turn around, she's trying to run away with the iPad or she's doing class, but really she's really secretly playing Roblox while she's supposed to be on class. I actually see it way more as a negative than a positive. It's changed who she is. She [inaudible 00:12:29] interesting child. She has no interest in going outside, she has no interest in seeing human beings, it's allowed her anxiety to fester, I could go on and on. I like, hate it. I could send her to a wilderness school at eight years old for a year and have to disconnect from technology, and she wouldn't miss her mother, I would send her off.",
gaming_group,1,2,1,"	All right, if we can get started. I like doing this individual exercise where you can put down on a piece of paper two or three things that were positive in the ways technology affected your child's life over the past year and two or three of the worst ways technology has impacted your child over the past year, and then choose the one that was most important to each of you and then overall. So for example, mine would be that overall, the use of technology has given my kids better tech skills. They used it a lot to keep in touch with family that they kept in touch with less previous to COVID. And when they use technology, whether it's for Zoom, YouTube, or something else, it lets me work, which would be the most important part. The negatives are that they're constantly playing games, it's a struggle with bedtime and whining when I don't let them use it. Overall, I think it's more positive than negative. ",1,"[inaudible 00:13:00]. So Parent 1, Child 1 has really been able to text his friends and have playtime with his best friend so he doesn't feel [inaudible 00:13:11] because of Roblox [inaudible 00:13:14]. And my family also, he Zooms with his cousins and [inaudible 00:13:26] before. And he's really developed an interest in the way his [inaudible 00:13:28] works and so he's like, ""Look, I can see the [inaudible 00:13:31]. I can hack it."" So just that interest in figuring stuff out and solve them. But similarly on the negative side, it's constant, it's all he wants to do. He has no other interests. It's always something we have to go over and it just becomes a big part of our relationship and [inaudible 00:13:57]. [inaudible 00:14:01] if it's a overall positive or negative. I think [inaudible 00:14:04].",
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",3,"Hi. My name is Parent 3. I showed up a little late, sorry everyone. So I have two sons, ages 7 and 10. They had very little interaction with electronics before the pandemic and now this is all... I mean, I'm sitting across from my child who's supposed to be doing math work, and he's on Friday Night Funkin' or whatever it is. I don't know what it is, Roblox, whatever. I just see him over there jamming, and that's not math. He's not jamming to math. But this is what I deal with daily. I think they felt they were on vacation. This whole time they've just been on a never-ending vacation and [crosstalk 00:16:04]",
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",2,"I mean, I feel like my kids are watching a lot of inappropriate YouTube stuff too, stuff that I definitely don't really want them exposed to that much, and I just am working and they know that they're over there on YouTube. And it's just one video, and then it brings up 50 other videos that you can click on. I feel like they just get progressively worse. I mean, sometimes I'll overhear it and I'll be like, ""Change that.""
	Also, with the Chromebook, I feel like I don't really like the Chromebooks. I wish we had done a real laptop because I've heard you can put a lot more restrictions on them. So one of our Chromebooks died, I don't know, it just won't take a charge, and Parent 2, Child 1's is on its way out, so I think I'm going to switch her over to a laptop where I can put in a lot more restrictions. 
	We're also working with a cognitive behavioral therapist for her and we will be putting time restrictions on the iPad using, not the timer one because my kids just ignore limit. That one's like, no. He sent us another one where you can actually like... This thing's going off. So yeah, I mean, it's a time thing. I feel like she's constantly... That's the only goal. Even if she does something, it's solely to get the iPad. Even if she's nice to someone, it's solely to get the iPad. It's like the focus of her life now. I just feel like it's made her into a less interesting kid. Like I said, it's disappointing. She was always outside and wanting to play with kids in the beginning of the pandemic, when it was just Zoom school and she really hadn't been introduced to Minecraft or Roblox or any of that stuff yet. She actually just did the class and then went outside and played. But when she discovered that over the summer, the decline was so fast into addiction, I was like, ""Wow.""",
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",1,My son is pretty much back at school [inaudible 00:19:33] school's open when [inaudible 00:19:35]. He generally [inaudible 00:19:42].,
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",1,He still wants to be on Roblox all the time [inaudible 00:19:53]. So he doesn't have any assignments from school that are [inaudible 00:20:00].,
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",3,"So I have one at home still with me, and the other one, the older one, I sent back to school. He has autism and ADHD. The one that's here has ADHD. So he is getting speech and OT and all of that, and it was better to just send him back. As soon as they opened up, I was like, ""Okay, you got to go back."" Well, actually I waited a little while because the numbers had gone back up for a little while and so I was concerned but there were only two other kids in his classroom, so I said let's do it. He needs the structure and there's just... Like you said, Moderator 2, I have work meetings, I mean I'm answering emails through the night practically, so I just felt like it was just better for him to be in school. But he uses an iPad for school, they use the iPad in school, which I don't love but he loves it, and then when he comes home, he wants to play on the iPad. So it's like iPad, 24/7. So it's a lot.",
gaming_group,1,2,2,"Okay. All right. Well, I wanted to dig into the questions a little bit and you can just call out your answer as I'd like to hear from everyone. And I love differing view points, so we don't all have to agree on one person's views. But in terms of technology use for school, how did your child or children use technology for school purposes before the pandemic? Did you think it was beneficial? What were your concerns? Or, was it problematic? ",2,"Yeah, we are back. So I didn't mention I had two other kids, I guess I should, so we've sort of taken an approach that we had the ability... Because my parents live in Connecticut, so I moved the middle child, the first-grader, Parent 2, Child 2, to a school in Connecticut. They're full-time. It is amazing. If they do close, which is very rarely, they do live synchronous learning so I don't have to be their teacher, I don't have to step away from my work day. The teacher actually answers questions. My little guy's two, so he is in pretend school/daycare. 
	But Parent 2, Child 1, her school, she's still virtual for her school in Manhattan. They actually are back full-time, every grade now except for the pre-K, but I chose... She had been hybrid, and I chose to mover her to all virtual when they decided to go back full-time. The reason I did that was because of the six-foot rule, and even if it was the three-foot rule, which the UFT hasn't adopted yet, the entire second grade is in the cafeteria. So my dyslexic, ADHD kid, which is just the tip of the iceberg of her issues, is supposed to be in a cafeteria with every single second grader, no partitions, teachers using microphones, the specials are all still via computer. 
	So whereas, Parent 2, Child 2 in Connecticut is getting live special... She gets to go on a real playground all day, she has a first best friend, a second best friend, a third best friend. And Parent 2, Child 1 just would get to go sit six feet apart from a kid and have a teacher use a microphone while three other teachers are using microphones. It was just ridiculous. And with her issues and being further behind, we just figured... And she's not doing school at home obviously, but we're hiring tutors. So we're educating her, not our school currently. 
	I have said this morning I'm actually trying to get Parent 2, Child 1 into a private school for next year, so soon I'll be taking this call on the road because they called me this morning that they want her in for a math evaluation this afternoon. So it's really frustrating. 
	So our school is back, but I'm tired of hearing people say things are back because I think it's back in such a way that's so terrible that for some kids, especially ones with... The way that they're setup, it's not back for her. I feel like even for the best students in that school, it's not a great situation, not when you compare it to what my other daughter has here in Connecticut. It's really disappointing in my opinion. 
	I obviously have a lot of opinions on this. I'm on our school leadership team too and I'm a very vocal member of it, so... Yeah. I don't know, it's been frustrating. ",
gaming_group,1,2,3,"Okay. In terms of challenges in returning to school, what do you expect in the future your children will struggle with in terms of being back in the classroom full-time?",3,"I know for me, my biggest concern is I've seen his ADHD spike, I guess, since he's been home. Maybe it's always been there, it's just that I have my eye on it now. He's in front of me so I could really tell that it's escalating or whatever, and I'm just really nervous that when he goes back into the classroom they won't be able to control him or they won't be able to teach him. I just think he's going to be out of hand. He's going to be off schedule. Just not used to being regimented in any way, and I think it's a ... I'm nervous about him going back, I'll put it like that.",
gaming_group,1,2,3,"Okay. In terms of challenges in returning to school, what do you expect in the future your children will struggle with in terms of being back in the classroom full-time?",2,"But to also play on that, I agree, I have a lot of the same concerns. But I also anticipate there being so many kids like that that it's just a disaster in that classroom. I feel like so many kids are going to be such hot messes with various issues, maybe ADHD, maybe they're super behind in writing now or [crosstalk 00:25:52] issues and they're struggling. I mean, I feel like so many kids have regressed and the social anxiety and there's just so many things. I just feel like how can the teachers... And that's one of the reason I'm trying to take this show over to private for my one with all the issues, is because they're so small, and those kids have been in full-time [inaudible 00:26:13] my kid that's a problem kid. But I mean, how can these teachers deal with this? Especially some of the schools that are really big with only one teacher that don't even have TAs and that sort of help. My kid's always been in an ICT classroom with two teachers, but in general those classes have been very big. There are still usually at least 27 kids and half of them have an IEP, and I would imagine that if my kid with her IEP is struggling, she's probably not the only one. So I would think that it's going to be a bit of a disaster. Maybe I'm wrong. Maybe that's just the pessimist in me.  ",
gaming_group,1,2,4,"I wanted to ask a couple of other questions in terms of gaming and your children because a lot of you have mentioned Roblox, which is something that my kids play as well, how did your children's use of gaming... What was it like before the pandemic? Was it beneficial to you or to them? Or did it cause a problem?  ",4,"I'm sorry, I joined late, I do have an answer to this if you'd like it. My name's Parent 4. My daughter's name is Parent 4, Child 1. She was not a player of video games. We had a pandemic birthday last year, we're coming on the same... It's the same time from last year, but we were desperate to save the day and try to make some happiness out of something terrible and we bought her a Nintendo Switch, which has been great and terrible at the exact same time. She has been able to foster really good relationships with friends that she already knew and deepen those relationships. 
	There was a friend of mine that... I was in a moms group, and she was like six months old, and that kid somehow found... The mom said, ""I have a kid your age, please can we connect them on Animal Crossing?"" And they played Animal Crossing, they became really good friends. And then she played this other game called BlockStar with another friend of hers from Hebrew school. And since she went back to school she's been best friends with another kid in her class and they play Fortnight and a bunch of other games. 
	So she wasn't really playing many video games. She played solitary video games, she would play by herself, but now she plays with other people. The thing is now she wants to do it all the time. She doesn't really want to do other stuff.  ",
gaming_group,1,2,4,"I wanted to ask a couple of other questions in terms of gaming and your children because a lot of you have mentioned Roblox, which is something that my kids play as well, how did your children's use of gaming... What was it like before the pandemic? Was it beneficial to you or to them? Or did it cause a problem?  ",2,"I mean, I have said before we really didn't do games before the pandemic, but sort of a good and bad thing. I mean, now that she's obsessed and addicted, and we've started cognitive behavioral therapy for her, we're about three weeks in, but guess what we're using to bribe her behavior, that she can earn? It's Roblox. I'm basically feeding the addiction to get the behavior change I want but it is a... Right now, we started small with some of the behavioral changes. But next week, or even really starting tomorrow, we're going to a little bigger with the iPad restriction, which we hadn't incorporated yet. He wanted to do a couple weeks of just go small before we go big, but it's still using Roblox as basically a bribery tool/reward on the cognitive behavioral reward chart. So I feel like as much as I'm hating it, I'm also feeding it.",
gaming_group,1,2,4,"I wanted to ask a couple of other questions in terms of gaming and your children because a lot of you have mentioned Roblox, which is something that my kids play as well, how did your children's use of gaming... What was it like before the pandemic? Was it beneficial to you or to them? Or did it cause a problem?  ",1,"So my son was [inaudible 00:30:38] before the pandemic started [inaudible 00:30:38] and I always had a problem with it. Personally, I wasn't a gamer and so I didn't get it and [inaudible 00:30:50]. But I guess sort of in the pandemic, [inaudible 00:30:59] video game addiction webinar that I listened to, and it was really helpful because it just sort of laid [inaudible 00:31:11] there re positives and there are negatives, and you should worry if it gets to the point where they're not eating, [inaudible 00:31:19] interested in other things. And I think the interest in other things was [inaudible 00:31:24]. 
	But the other thing they can [inaudible 00:31:32] focusing on positives and, ""You should do this"" [inaudible 00:31:35]video games, but I've also sort of come to accept it more because I'm seeing how they help kids [inaudible 00:31:51]. And there are definitely positives that [inaudible 00:31:58]. So yeah, I'm still guilty of it. It really works though [inaudible 00:32:13] in school performance stuff because he just wouldn't even try to do the assignments and now he's [inaudible 00:32:26] and he's actually working [inaudible 00:32:27] all of that [inaudible 00:32:33]. I can't [inaudible 00:32:38] myself from this whole thing now. It's a part of our lives and [inaudible 00:32:41].",
gaming_group,1,2,4,"I wanted to ask a couple of other questions in terms of gaming and your children because a lot of you have mentioned Roblox, which is something that my kids play as well, how did your children's use of gaming... What was it like before the pandemic? Was it beneficial to you or to them? Or did it cause a problem?  ",4,"It allowed my daughter to spend time with friends when everything was locked down. It was a way for her to actually be with other kids. On New Year's Eve, she spent a lot of time with her friend in Animal Crossing, that's like the coolest thing I've ever heard of. I mean, New Year's Eve with your friend, all night in Animal... I mean, it wasn't real but they were hanging out and they also video chat at the same time. It's not like hanging out with a real person, I mean it is a real person but it's not like in the same room, but it was something when she had nothing, and there's something for that.",
gaming_group,1,2,5,"It definitely is. But it sounds like a lot of your share the same experience of pre-pandemic your children didn't have a lot to do with gaming and being online often and during the pandemic that shifted to being partially a large problem, partially something that you've depended on to give them some socialization and some sort of sense of normalcy. Is that correct?",3,"I would say so. Also me though, my boys did play games before the pandemic, it's just it's magnified now. It's more games now. We also got them both Switchs I think in the last year or so, the Switchs add to it. They each have an iPad now. It's too much. Plus the school iPads. 
	I haven't used the Roblox as an incentive, but I feel like that's a good idea. I know we're supposed to be trying to steer away from it but I actually like that idea. But I have started doing this where they get iPad privileges. So if you finish your homework, if you cleanup, if you whatever it is, put your plate in the sink after you eat, all of that will give you iPad privileges. And your privileges will get taken away if you are fighting with your brother or whatever it is. I've had to put that in place. 
	I've tried to do the time restraint thing, but if I don't set a timer I will forget and then they'll be on for five hours because I'm on my own, doing my own thing. I'll check in with them, everybody's fine, nobody's killing each other, okay, but if I don't set an alarm then I'll forget. So the timer thing has not been easy. They also obviously push back when the time is up, so it hasn't been easy.",
gaming_group,1,2,5,"It definitely is. But it sounds like a lot of your share the same experience of pre-pandemic your children didn't have a lot to do with gaming and being online often and during the pandemic that shifted to being partially a large problem, partially something that you've depended on to give them some socialization and some sort of sense of normalcy. Is that correct?",4,"I'm going to say I've experienced the same thing. It works too well, all of a sudden they're gone. You know what I mean? And it could be a long time. Uninterrupted time as a parent is so valuable and awesome that when it comes along, you're just doing stuff. You're just doing stuff, work, whatever it is you need to do, and then all of a sudden it's been a long time and you're like, ""I haven't seen my child all day, what have they been doing?"" That I know is not right, but it's not like... And the whole them doing school at home thing, we suck. I work at a school, I'm a school social worker, I'm great at school, I know school, but with my own child's school, I don't know what it. They're just like, ""Make sure to go in the classroom"" and blah, blah, blah. They didn't really give us really adequate instructions and stuff, and there was a whole bunch of stuff. And we'd get bad report cards every fricking day from the teachers like, ""Oh by the way, your child didn't do their homework,"" and it's a lot to keep track of and it's not easy to do that. I don't know just having her quiet, it's just so nice, but it's terrible.",
gaming_group,1,2,5,"It definitely is. But it sounds like a lot of your share the same experience of pre-pandemic your children didn't have a lot to do with gaming and being online often and during the pandemic that shifted to being partially a large problem, partially something that you've depended on to give them some socialization and some sort of sense of normalcy. Is that correct?",1,"It was the hardest part [inaudible 00:37:31] whole month of November and the month in March, all the months that we had to just [inaudible 00:37:51] unless we were [crosstalk 00:37:52].",
gaming_group,1,2,5,"It definitely is. But it sounds like a lot of your share the same experience of pre-pandemic your children didn't have a lot to do with gaming and being online often and during the pandemic that shifted to being partially a large problem, partially something that you've depended on to give them some socialization and some sort of sense of normalcy. Is that correct?",1,"But yeah, if we gave him any slack, any space, he would be on either Roblox or he would be watching [inaudible 00:38:15] so I had to be on top of it [inaudible 00:38:19] and he wasn't even... They had an hour and 45 minutes where they were [inaudible 00:38:37] and they were asked to just [inaudible 00:38:54].",
gaming_group,1,2,6,"Okay. In terms of looking at the full return to school, how do you think you will be impacted and how do you think your child will be impacted in terms of their use of gaming? Because I think part of the common problem I'm hearing from all of you is you've gotten used to using gaming to your benefit, your child has gotten used to gaming and it's turned into a problem, but while they were home it seems like there was not much else to depend on. Now that they're going back to school they won't have that time availability. So how do you think that's going to be a challenge for you or for them?  ",1,"Since I feel like there's already full-time back in school, that transition was... We definitely had to start getting feedback from his teacher, we are using Roblox as an incentive for him to be engaged in school, so we had to sort of support [inaudible 00:40:06] to do. And he still complains about, ""Oh, I only have two hours to play"" when he gets home after school, and we're like, ""You [inaudible 00:40:21]."" So he complains about it and we have to sort of incentivize [inaudible 00:40:24] school to help him [inaudible 00:40:27].",
gaming_group,1,2,6,"Okay. In terms of looking at the full return to school, how do you think you will be impacted and how do you think your child will be impacted in terms of their use of gaming? Because I think part of the common problem I'm hearing from all of you is you've gotten used to using gaming to your benefit, your child has gotten used to gaming and it's turned into a problem, but while they were home it seems like there was not much else to depend on. Now that they're going back to school they won't have that time availability. So how do you think that's going to be a challenge for you or for them?  ",2,"For my one kid that's already back at school she basically plays it until the moment she steps into that school or out of my car. And the moment she gets off the bus and I get her home, she's back on it again until she goes to bed. I mean, I guess it's better in the sense that she has several hours that's she's not on it, but it's all about that from the moment she wakes up till the moment she goes to bed. I mean, it's still an issue in terms of, I think, just socialization and stuff. ",
gaming_group,1,2,6,"Okay. In terms of looking at the full return to school, how do you think you will be impacted and how do you think your child will be impacted in terms of their use of gaming? Because I think part of the common problem I'm hearing from all of you is you've gotten used to using gaming to your benefit, your child has gotten used to gaming and it's turned into a problem, but while they were home it seems like there was not much else to depend on. Now that they're going back to school they won't have that time availability. So how do you think that's going to be a challenge for you or for them?  ",3,"I know for me it's an issue just because they don't want to do anything else. Socialization is not even a problem. They just want to eat and play video games. My 10-year-old will actually say, ""I just want to play,"" that's it. I have to fight with them to do school work. 
	As a matter of fact, the other day, he came in, he did... Let's say there's a vocabulary assignment, he does the vocabulary assignment and he's like, ""I'm done. Can I have the iPad now?"" So I say, ""You finished all your homework?"" ""Yeah, I'm done."" ""No, math today?"" ""No, no math."" And of course, now I'm like, ""Okay, fine, go play the iPad."" So now it's like two hours later, and I check the folder, and we're eating dinner and then he's going to get washed up and go to bed, there's really a math worksheet that needed to be done. So they have no clue about priorities. Their only priority is to whatever build their city in Minecraft and beat whatever, I don't know, creeper or whatever. I don't know. Bless you. ",
gaming_group,1,2,6,"Okay. In terms of looking at the full return to school, how do you think you will be impacted and how do you think your child will be impacted in terms of their use of gaming? Because I think part of the common problem I'm hearing from all of you is you've gotten used to using gaming to your benefit, your child has gotten used to gaming and it's turned into a problem, but while they were home it seems like there was not much else to depend on. Now that they're going back to school they won't have that time availability. So how do you think that's going to be a challenge for you or for them?  ",3,"But that's been our biggest issue. So the one that has already gone back to school, when he comes home, it's just tunnel vision to get to playing the iPad. Whatever he has to do or whatever he has to not to do to get to the iPad. So that's where we are with that.",
gaming_group,1,2,7,Okay. What other feedback do you want to talk about in terms of your child and their use of gaming? We have a few minutes left. ,2,"I'm mostly curious of how would we get them off it, the best way to transition them back into society, I feel like, instead of their virtual world. I mean, that's, I think, my biggest concern at this point is doing that. I'm hoping summer camp will help, we're definitely sending ours to summer camp, two weeks of sleep-away camp with no technology and then six weeks at day camp. Can't send a two-year-old, but I'm sending the six and eight-year-old. So I'm just curious any good resources, books, I don't know, tools, detox program from it.",
gaming_group,1,2,7,Okay. What other feedback do you want to talk about in terms of your child and their use of gaming? We have a few minutes left. ,4,"I just think that there are some things about video games. I think that's there's problem-solving, if there's reading involved, there's... I can't believe how much she's been able to learn about Minecraft. It's amazing. There are skills involved in this. It's not entirely useless. It's just, how do we capitalize on the good and mitigate the bad? And I think that that's really hard. I mean, I just wish that my kid would be as interested in doing her homework to the extent that she's interested in... I don't know. I can't believe what she's acquired in Animal Crossing. She's not even interested in it anymore, but her island got three or four stars or whatever. There's merit to it, I guess, is where I'm coming from. I would hate that the only answer would be to never do it again or to not do it at all, or to do it so little that whatever good would... I don't know.
	I have a brother who's a year younger than me, and he was an OG gamer. He's a lost child, he doesn't work, he plays video games every day. I know that this has some really terrible consequences, but there are good parts also",
gaming_group,1,2,7,Okay. What other feedback do you want to talk about in terms of your child and their use of gaming? We have a few minutes left. ,1,"Okay. Sorry about that. I have to say that my son has been able to have some really successful social interactions. When we say it's time to go out, time to go and do something, and we sort of force the issue, he has a lot of fun and he usually really gets engaged in things. That's something that we were... A huge challenge to do before, like we would go to the park and he'd be like, ""I just want to go home."" He'd be uncomfortable or insecure about social interaction. And I feel like he's gotten so much more confident by not having that [inaudible 00:46:53] social interaction but actually this virtual version of it. It feels like he's gotten more confidence. So there is good things about this, but we have to really force him to have those in-person experiences. So that's where I've been trying to just focus on like, ""What are we going to do? What are we going to do do instead of video games?"" [inaudible 00:47:19] swimming every week now, just figuring out what we can offer to him that [inaudible 00:47:27].",
gaming_group,1,2,7,Okay. What other feedback do you want to talk about in terms of your child and their use of gaming? We have a few minutes left. ,4,"Just that it's nice to see that there are other people in a similar situation. I live in a town where everybody like, ""You know what I do, I make sure my child never has video games."" There's no shortage of people trying to rub it in your face how great they are, and I'm sick of that. Don't want it.",
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",4,"I can speak. So I- [crosstalk 00:17:26] Sure. So my 16-year-old, I don't think that he... I mean, I guess they must've used technology before, but... I guess they used Google classroom and stuff, but not as much as they obviously did during the pandemic. They always had PupilPath and different things to, sort of, follow their assignments. But I think during the pandemic, my son, the 16-year-old, has ADHD. And so, he has two screens in his room. So on one screen, there's a Zoom with his class. And on the other screen, he's playing video games. And to me, it's just very frustrating and it's been... You can't take technology away from them because they need it for school. So that's been a very frustrating part of the whole experience. And he feels like he's not really learning very much because, well, I mean, I would say it's because he's playing video games while they're trying to teach him. But he says it's just not conducive to his learning, so.",
gaming_group,1,3,1,"Okay. So by show of hands, who circled the positive group as having the bigger overall impact over the course of the pandemic? Parent 4, no? Okay. So did all three of you circle the negative group as having the bigger overall effect? Okay. So let's get into that a little bit. So I guess the first question that we can discuss is... Let's talk a little bit about how did your children use technology before the pandemic? Did you think that technology was a problem? Did you have concerns or problems with their use of technology for educational purposes before the pandemic and their usage? So whoever wants to speak first can go ahead.",1,"So they never, definitely my eight-year-old, never used technology for school. They don't even have homework at that age. My 13-year-old, he also has ADD, ADHD and he has an IEP and all that stuff. And so, he would do his homework at school. So I don't even know what he'd used in terms of technology, but he didn't use it at home. That's for sure. And then afterwards, he had to use it for... It's the same situation with the two screens, and he would have his Chromebook open doing school. And then I can't helicopter him, so-",
