focus_group_subtype,focus_group_subtype_id,doc_no_within_subtype,question_id,question_text,parent_num,parent_answer,sentiment
gaming_group,1,3,4,"Yeah. The school can make a big difference. Okay. So, Parent 2, I think we did want to hear from you a little bit. Do you have anything to say about any challenges you're anticipating in going back and returning to being fully in-person?",1,"I just have a suggestion for everybody. My eight year old, he's like a walking encyclopedia, and it's because he's been watching these YouTube videos and I... I got to fly around me, sorry. This is driving me crazy. And it's called, he has learned so much and he can regurgitate it on the fly, because it's called over-simplified. And it's these little tiny clips of just oversimplified history, oversimplified explanations about things. And he introduced it to us. He's eight years old. My 13 year old and I both like it and I learn stuff from it. I'm like, ""Wow, I'm a history major, no, I remember that"". But my explanation was dragged out and their eyes rolled into the back of heads in history class. But this oversimplified, you should guys should check it out. It's really cool.",negative
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",4,"Well, the thing is, for me, the positives were a necessity. I didn't lose my job because I was able to use technology. My kids still had learning, because we have technology. But the screen addiction that has occurred because of this is such an overwhelming emotional burden that has so crippled me and my family, that I can't say that it's better. So, I don't know how you weigh the two, so that is why I couldn't really respond.",negative
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",5,"Before the pandemic, I didn't use technology for education at home with my kids. I left it up to the school. I mean, I trusted the school. I knew that they had computer class, and I do think that's important, but I left it up to them. And for me, we used it almost exclusively for entertainment. Like when I needed to get something done, like make dinner, or something, and I just needed them occupied, that was it.
	I mean, some of that context, I think, matters, because I'm a single parent and we lived in an apartment in Brooklyn. So, the option of saying, ""Go outside and play,"" isn't there. If I have to be inside doing something, they have to be inside with me. And that's changed too, because we've moved since then. I mean, very rarely I would use maybe YouTube, or something, to show them something that they asked about, that I couldn't just answer in words. But I didn't use it much for education, so...",negative
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",3,"For us, similar to Parent 5's situation, we really, before the pandemic, we were very strict about screen time. The kids only used the computers at school. I mean, if they had to, they'd use them at home, but it was mostly unnecessary. They didn't really have phones. Again, it was unnecessary. They knew how to use them, but it was just an arbitrary thing, because they would use them in school and it was sufficient. 
	And so, obviously, during the pandemic, they had a steep learning curve, and they went from like 10% of knowledge to 200% of knowledge. I've tried blocking some apps from them and websites, and they actually figure out a way around. So, even though it's blocked, they can still somehow manage to get around it. Yeah, it's become from none relevant education to solely relying on it for education, entertainment, and keeping them quiet. Yeah. That's it.",positive
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",5,"Mine came because I can't keep them out of the parts I really don't want them in. The school gives them Chromebooks that I have no administrative control over, so I can't. Even if I did have control, there's still problems. It's difficult. But if I wanted them to only use educational programs, I'd have to sit next to them the whole time to make sure they didn't leave and do something else.",positive
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",4,"Beforehand, my seven year old didn't use a computer at all. And I was delighted, because I read that the American Academy of Pediatrics said no screen time for children under the age of 10. And so, I stood by that. She had zero screen time. For my then 11 year old... 10 year old, oh god, when she had to, she would use the computer for typing and handing in assignments sometimes, because they did start using Google Classroom, I think, at least to print things out, I think. So she had started using computer.
	And for research, I will say it was nice. Because I remember, when I was in school, having like a 15 year old encyclopedia, and it just didn't have half the things I needed. And suddenly having the internet meant they could really get the information they needed. So that, actually, was very nice for that. However, it opens such a can of worms, that it's a struggle. But it's still, as with the other ladies, the difference has just been like getting hit by a tsunami. Suddenly, everything is on the computer. So...",negative
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",2,"Yeah. Similar to Parent 5 and Parent 3, I mean, my kids would borrow my phone. They didn't have a Chromebook or iPad before this all happened. They got the Chromebooks from school. I mean, I'm working from home. I have three kids to juggle. I have conference calls, keep them quiet. So I got them all iPads and roadblocks happened, and that's how they communicate with friends. And it went all downhill, and now it's this huge thing that I can't... They're so addicted. 
	They run home from school, ""Where's my iPad? I want to play."" And now it's, I'm still working. And then you give it to them for a little bit, and they just don't want to get off. I mean, we really... They would play games or... For school, it was very minimal to start. Then, once we were home and they had these Chromebooks, they knew, like Parent 3 said, they knew how to get around things. They can get into games, and things you don't want them on. Yeah, it's like a lost battle.
	I wanted to clarify, when I said that the technology, I felt it was better, I guess I was referring to me, for my job. Like, ""Oh, man, I've always wanted to work from home."" So, it's been a great thing that I can be at home. And it's a lot better now that they're back in school. But for the kids, I mean, it's just, it's too much for them. Way too much.",negative
gaming_group,1,4,1,"	In order to just start the discussion, what I'd like to do for the next couple minutes is, if everyone has a paper and pencil handy, try to write down the two or three best ways that technology has impacted you since COVID started.
	Then, also, two or three negative ways that technology has impacted you since COVID started. So, let's take a couple of minutes to do that, just to put our thoughts together. (silence). Okay, let's take one more minute and then we'll talk about it. (silence).
	If you've finished writing down two or three ways, the best ways that technology has impacted you, and two or three negative ways that technology has impacted you, I'd like you to think which side has had the more significant net impact.
	Would you say that the good group has had the biggest overall impact, or the bad group has had the biggest overall impact? And just circle whichever one that is, whether it's the good group or the bad group, that's had a bigger impact. (silence).
	Okay. So, by a show of hands, how many people felt that the positive parts of technology have had a bigger impact over the past year and a half? Parent 2, you feel like the positive outweighs. How many of you guys felt that the negative outweighed the positive over the past... Okay. And then Parent 4, you're in the middle, is it breaking even for you?",1,"Before the pandemic, he was in the beginning of eighth grade, and then pandemic started second semester, or whatever, eighth grade. We used to just rarely, rarely, at home... He would be on the computer at school, definitely. They did group projects and research, so he was learning how to research on the computer.
	I mean, we would mostly look up like, what is that math concept? And what do we know it as? Or something to help him figure out what is this, something like that. But that was about the size of it. He already was on games, and talking to his friends through the games, video games, before the pandemic. And now it's 24/7, you know?",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",3,"... if it's fine. For us, it's actually, as much as it has become a headache, because my son is dyslexic and has ADHD, it has been easier for him to do schoolwork. Because now he can speak and it types for him, or he can just type. He's gotten much better at spelling, because he sees the words pop up, it does auto correct. He remembers how they're spelled. So, he has improved in that sense. It has been really, really helpful. When he wants to read something, it reads it to him. So, that's been a great improvement, in that sense. Having said-",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",3,"Oh, well, with the HD, no, I don't know as much as it's been helpful with ADHD. I feel like that's actually been worse, because he's not able to focus as much, because he's removed from the classroom. He's currently still 100% remote. So, I think it's harder for him to relate to his peers and teachers, because they're just a face on the screen. 
	ADHD, I feel like has gotten worse, but dyslexia has gotten better. Not that it's gotten better, but he's able to manage it better, having those access to that technology. It's been sort of a trade off and, and we're still figuring out how to manage that. Because when he wants help, then he's like, it's hard to pull him away from the computer. So, he tends to be now overstimulated, dysregulated. 
	And so, we're talking about, that's great, he moved up three reading levels, but he's bouncing off the wall. So, how do you manage that? It's a trade-off, but it's still, I feel like it's been helpful for his self-esteem, to be able to keep up with the class. It's still hard for him, but at least, in the dyslexia realm, he's at least able to do things faster. And so, I think he feels better about himself.",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",5,"I just wanted to respond off of Parent 3's comment, because my son also has ADHD, but differently, he has anxiety and ODD as well. So, the online learning was a complete disaster for him. I've actually done it with two separate schools, because we were in Brooklyn, in the spring, and we've moved to North Carolina. So, it's not even just one school, it's the computer, that's the big issue, or the tablet. 
	But he can't focus on live or asynchronous activities on the computer because of the other options available. I mean, I do think, in theory, if you had a single... Or you had some kind of computer device that the teacher controlled, that did not have any freedom for the student to change what you could look at, it could work, maybe, but it doesn't. It doesn't have that. He just clicks around and does anything except what he's supposed to be looking at. Parent 5, Child 2, I need you to leave right now, because you're making too much noise. Out.",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",5,"No, out. Out. Find a pencil out there. But he also would get up and walk away in the middle of things. He had no problem lying to me. He'd tell me, ""Oh yeah, class is done. I signed out of the meeting because it was over."" 
	In one school, they had a pair of call to try to work with him one-on-one on the phone. Which was terrible because she had a cell phone with a bad connection, so it was difficult, but he would hang up on her constantly. It was so rude, but she would call me and say, ""He hung up on me.""
	And then the second school, they did nothing, absolutely nothing to take his IEP and translate it to online. They just said, ""We can't. There's nothing we can do."" And it's been extremely frustrating. So, he's falling behind, way behind, in terms of where he was. I don't know that he's lost learning, but he hasn't been making progress. And it is, he needs to be in-person.
	Now, they returned to in-person four days a week, but they have not stopped using those computers. They sit at their desk, six feet apart, and every activity is computer-based, except recess and lunch. Surprise, those are his favorite subjects now. I mean, I think there's a tendency that they always would be. So, maybe it's not the technology part. 
	And it is a shame, because the computer, a screen can be a great learning tool. Like Parent 4 was saying, at their old school, before the pandemic, the kindergarten has had a research project, which the parents helped out with. And I was one of them. The kids were going to get a fish tank, and each kid chose a fish they wanted to research. So, that's what I did. 
	I sat next to them at the computer and said, ""What's your fish?"" And we found a picture of it together on the computer, to print it out. And then we looked up information. Then they had to find out how big is the fish. And we cut a string, and then they click it over to the fish tank to see if it would fit in their fish tank. And that was an amazing use of the computer with adult assistance. And that's not what we're getting though, at this point. So, I'll stop.",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",1,"Yeah. I mean, online learning has been a disaster at the end of eighth grade, and in ninth grade now, first year in high school, because he does better with people in the presence, in the classroom, that's more motivating, it's more engaging, does the same thing, just lying. You're just constantly monitoring, trying to find out what the, ""Hey?"" Teachers acting like, ""You should be doing this. Or you should be letting them know."" And it's just a nightmare. It's a nightmare.
	Also, with burgeoning independence, he used to walk to school from our house in Brooklyn, like it's five blocks. But he'd go there and come home by himself, in eighth grade. And then this term, under the same roof with us 24/7, I mean, it's horrible. He's just started back two days and every other Friday a week. So, he's taking the subway to Astoria, to high school. So that's been helpful. But the same thing, they're in the room with their laptop. 
	Whether you're at home or you're in the school, you're being taught... There's Roomies and Zoomies, and you're all in the same class through the screen, through the screen, through the screen. So, it's problematic. It's very problematic. He is an IEP. He has ADD. He has counselors who call him up, but then they've offered other help and he just blows off this, or doesn't return any email. Or you keep trying to positively engage him and reminding him of this, that and the other. It's too much. He doesn't follow through. I think he would get a lot more help at school, and be motivated and... You know?",positive
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",2,"My daughter, my oldest has ODD, she has some anxiety. So, yeah, learning at home, disaster. She went from fifth grade with one teacher for every subject, really smart kid. It was so easy. She put in the minimum, she got Bs. She did just fine. Now, terrible transition into middle school. Terrible. I mean, there's like six different teachers. She's got executive functioning. Disaster, with that.
	She's no longer organized. It's been a real challenge. We were able to... In September, they went back to school every other day. It was twice a week. And in March, we got her to start going to school every day, which has helped her get more into a routine. I have an IEP meeting set up for her on Friday, to gather extra help.
	I mean, it's still been a battle even with her back in school. She's not getting the extra attention that she needs. It just, it's been an awful transition. Maybe if your kid's just like... How do you say it? Is normal, doesn't have any extra needs, maybe it went okay. But I know for my daughter, it did not transition well.
	And I do want to say for one of my younger daughter, she's very anxious. She likes to stay close to me, always wants to know where I am, if I leave the house, where I'm going. So, being at home and doing school, she actually, she was my best one. She was not doing that great in school, but at home, she actually, she was on time for every meeting. She knew when to sign in and log in. I think she was just so much more comfortable being at home and I was there all the time. So, that was nice, see that in her. ",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",4,"Well, I would say that, yes, Thea is the same way. She would... And she does, and that's my problem, but for her, she likes being at home. She's an introvert. She's perfectly happy to be here on her own, just looking at the computer. And so, last semester was difficult, but in the one trimester, but the one that just finished, she actually had the grades, were the best they've ever been. 
	She doesn't have the social issues. She just, she is dyslexic. So, for her to just be focused on this computer, it actually works well for her. And, of course, what I did, because of the whole roadblocks and all the other issues, I put so many restrictions on that computer. I used a springtime from the Apple. I bought Custodio, for her phone. 
	I bought so many restrictions that if she was going to be on the computer, what she wanted to do wasn't a whole lot to do except schoolwork. So, what actually helped her in that sense. She actually did better. It makes me insane because she doesn't get out of that chair. But in terms of the ocular work, I think it worked okay for her super. Some kids, it can work, I still don't think it's good for them. Even though she's doing better, I still don't think it's good. ",negative
gaming_group,1,4,2,"Yeah. It seems like I'm hearing a little bit of a difference between younger and older kids, and how exposed they were to technology before. Let's shift, now, into now that technology was being used more for school purposes, during the pandemic, did you find it beneficial for educational purposes? I know, Parent 4, you mentioned for the research part. Concerns, problems, as it relates to using it for educational purposes.",4,"We just close those computers and be done with it. The research for homework, okay, but everything else, I just want all on paper. I want it all written out. I mean, just the idea, they can't even write their names anymore. I can't write my name anymore because of computers. But I would just love to set it out the window. ",negative
gaming_group,1,4,3,"Anyone else, are there any parts that you would like to see continue, or specific parts that you would hope would end? ",3,"I mean, I would say for us, like I mentioned before, as long as they can swipe up their homework, that's definitely been helpful. But other than that, I agree there's really no need, because they can take care of everything at school. So, for neatness' sake, they can type it up and print it out. That's fine. Reports to research, I'm okay with that, but anything else I feel like it's unnecessary. 
	And to speak to what Parent 5 and Parent 2 has said, my son also has ODD, and it has gotten worse as we've been home. Like I said, it's been a weird thing with dyslexia improving with some of the things he's managing, but all the other stuff is falling apart. So, if he were more attentive, I would send him to school. But he forgets, he loses his mask, puts his hand in his mouth. If he gets bored, he just starts jumping, rolling around. It's not feasible for me to send him in now, as much as I would love him to have that in-person experience.
	But yeah, I definitely agree that the computers must go, at least at home. I don't care what they do in school. They sometimes behave better in school. They're more compliant, when they come home, they want to relax. So, it's a little bit different. I would be perfectly happy to just keep it for bare, and then they can always catch up, because there's computers everywhere. So, I don't fear they'll be falling behind in their knowledge and experience.",negative
gaming_group,1,4,3,"Anyone else, are there any parts that you would like to see continue, or specific parts that you would hope would end? ",5,"I absolutely want these things out of my house, especially the school issued ones that I can't institute control over. That really bugged me. I understood, in the sense that they didn't want me also messing up their machine, but if I can't keep my kid off inappropriate YouTube sites, then it's not an appropriate tool.
	However, I'm trying here to think about, how could you do it in a positive way? Because I feel obligated. Media studies is my thing. I'm not anti media studies, but I teach college students, I do not teach ignorance. There's a big difference. But I think some of the problems with the online reading programs and mass problems, for me, well, there's two things.
	One, I don't think the kids get real feedback. Yes, the game tells you if you got the question right or wrong, but I don't think it's the same effect as a person that you haven't had a relationship with, the teacher, expressing that, ""Wow, I've noticed that you've been improving."" Or, ""I noticed you're not doing as well today. Are you sleeping?"" Whatever it is, that kind of response feedback is really crucial, especially the younger they are, not just an instant little... The game fanfare and stuff is fine.
	But two is, as a parent, I have no idea what they're doing when it's online. You don't get a print here. It's not like getting the papers. And I got too much paper before this, then I would get home like, ""Oh my child wrote all these sentences."" Or, ""These are their math worksheets. I can see what they're doing, and what they're struggling with. I can see their handwriting improving."" I can't see anything. And the teachers on the report cards, they don't say much. Just, it's like, ""Meet standards. Approaching standards."" But what does that mean? I can't see the material. 
	I mean, unless I don't work and sit next to them all day and watch them doing it, which is incredibly boring on top of everything, on top of just not being possible. So, in theory, if there were some programs or a way of using that involved, both things, like some practice of the math online, but also some way of a parent viewing results quickly, like getting, I don't know, a weekly snapshot of like, ""What did your child do? How many problems did they miss? Does it look like they're walking away maybe because they're not doing any of it?"" I mean, different way to get contact.",positive
gaming_group,1,4,4,"It sounds like it would be helpful to have some tangible feedback of progress, so you're missing that. And then also maybe doing things through technology is just, people are giving more limited feedback and you're missing that personalized touch.
	I have one more question about the education piece, and then I want to just move in more into the gaming. Because I know I'm hearing a lot that gaming has been an issue for a bunch of you. 
	I know some of your kids are already back in school, but what challenges have you seen for returning to in-person school, or what challenges do you anticipate in returning to in-person school after whatever amount of time?",5,"Keep it short, but since we go back, we went back in January, in person, being backslide in social and emotional competence, and I saw it coming. Well, it didn't take me by surprise, but returning to behaviors that we'd spent two years working on building a support system in school to prevent it from happening, and just that had eroded.
	What I didn't anticipate is that back in school that they're really not still meeting their friends. We need to meet new friends, because it's a new school. Even with recess, it's still very slow. Maybe it's because we were just separate from people for so long, but it's a lot more difficult than it usually is for them to make friendship connections.",negative
gaming_group,1,4,4,"It sounds like it would be helpful to have some tangible feedback of progress, so you're missing that. And then also maybe doing things through technology is just, people are giving more limited feedback and you're missing that personalized touch.
	I have one more question about the education piece, and then I want to just move in more into the gaming. Because I know I'm hearing a lot that gaming has been an issue for a bunch of you. 
	I know some of your kids are already back in school, but what challenges have you seen for returning to in-person school, or what challenges do you anticipate in returning to in-person school after whatever amount of time?",1,"I'm just surprised that my son started at a new school, different burrow, the kids talk on Instagram, and these are boys. I don't know. And they would share information about a positive COVID test in school, or whatever. So, he felt he knew kids. And then he met some of them. March 22nd, we opted into cohort one, which is Monday and Tuesday, and every other Friday. 
	But it's a problem also, you have to carry your laptop into school. I just wonder, in New York City, so everyone knows that every kid out on the street has a laptop in their backpack. I'm just waiting for... Not to mention their phone. But it's been positive for him, even going in and having the onscreen class, because he's getting to know the building. It's a new high school, I mean, for him, and he has met some kids. So, just finding his way around the building is the thing, and meeting kids in the flesh. So, it's been a plus.",negative
gaming_group,1,4,4,"It sounds like it would be helpful to have some tangible feedback of progress, so you're missing that. And then also maybe doing things through technology is just, people are giving more limited feedback and you're missing that personalized touch.
	I have one more question about the education piece, and then I want to just move in more into the gaming. Because I know I'm hearing a lot that gaming has been an issue for a bunch of you. 
	I know some of your kids are already back in school, but what challenges have you seen for returning to in-person school, or what challenges do you anticipate in returning to in-person school after whatever amount of time?",2,"For my middle schooler, when we were home, we were doing every other day. So, every other day she had to be at the school, at 7:15, but on her home days, there was no live instruction. So, she could sleep till whenever. And she's getting to the point, like on the weekends, she loves to sleep later. She's going to bed the same time, I'd let her sleep in. That was hard. It's hard. It's been hard to get her up every day, to be on a schedule. But other than that, I'm very happy that they're back. Sorry.",negative
gaming_group,1,4,4,"It sounds like it would be helpful to have some tangible feedback of progress, so you're missing that. And then also maybe doing things through technology is just, people are giving more limited feedback and you're missing that personalized touch.
	I have one more question about the education piece, and then I want to just move in more into the gaming. Because I know I'm hearing a lot that gaming has been an issue for a bunch of you. 
	I know some of your kids are already back in school, but what challenges have you seen for returning to in-person school, or what challenges do you anticipate in returning to in-person school after whatever amount of time?",3,"I foresee that being an issue as well. Because, right now, they can wake up five minutes before their class. They can brush their teeth in between breaks, or between classes rather. Like they can eat in front of the screen. They don't have to worry so much about their outfit, and being comfortable. They can lay in bed when they're in class, it's fine.
	Once they start school, they can't do any of that. And my oldest actually expressed that to me. She said, ""I'm concerned."" Because she started sixth grade this year, and it's a new group of kids. So, she will not know anyone when she goes in for seventh grade in school, because we started talking about it. I said, ""Well, most likely you'll be going in, because you guys can't stay remote forever.""
	And she, herself expressed that, she said, ""I don't know if I would feel comfortable with the schedule, with the noise again, and people I don't know."" So, I foresee that being an issue. And the schedule, they'd have to get up earlier. They can't just leave the class because they're bored, or walk around with their laptop into a different room because they want to get comfortable. They got to sit at their desk all the time. It's a lot more rigid, there's limitations with that.
	But on the other hand, I think having that schedule and having that set routine will be helpful. It's just, I foresee the adjustment period being difficult. And from my youngest, he actually had a lot of anxiety going to school, because of all the issues he was having. He found school being completely overwhelming, and the noise, and the concentration, and the duration of classes was really horrible for him. We would deal with crying spells and meltdowns every single morning. 
	I'm not looking forward to that, and I anticipate that happening. But at the same time, being ADHD and ODD, being remote is not working for him. So, obviously, he would have to go back to school. Again, I may need some hardcore liquor just to get me through those mornings, because that used to be grueling for us every single morning. 
	So, for us, parting with the comfort and the informality, but at the same time, looking forward to in-person interactions, social interactions, because that's getting shunted right now. I feel like they're missing out on that and their development is sliding backwards. Because on the screen friends are not the same as in real life friends. ",negative
gaming_group,1,4,5,"	I'd like to hear from you a little bit about what was your kids' exposure or experience with gaming before the pandemic? Did you have concerns before the pandemic? Were there benefits before the pandemic? And how has that changed? And what are your concerns, or do you see benefits with gaming? Parent 4, you want to lead us off, because...",4,"Sure. Sure. Yeah. Well, for Parent 4, Child 2, of course, as I said, the seven-year-old, she just wasn't allowed to do it, so it didn't change. And right now, I don't think she really has the time or facilities to get involved in it, because I won't let her when I'm around, and then in school, people are monitoring. So, it's not an issue for her.
	For Parent 4, Child 1, she had started doing that, playing the games and all, but it was just because she didn't have full access to a computer all the time, except just when she was doing homework. It was just, ""Here's your time. Now your time's over. Now you're done."" I didn't really mind. I would have preferred it was something other than computer game, but if that's what she wanted to do, I didn't really have an issue with that. 
	But it's just that, now, it just seems like it's always available. And even, sometimes with certain restrictions, she could find a way around it. Instead of using Safari, which was restricted by the computer, she found a way to use Chrome, and I had to work around that. I called Apple and spent hours on the phone to try to figure out how to block that too. And so, it became a real struggle. 
	I think we've got it under control, but it just does seem that it's just much more focus on the screen. For us, I don't think it's so much that gaming has taken over, because I do have restrictions, but it's just the focus on the computer. And certainly in the time she has, she would go to that. And it's definitely become a social aspect at this point.
	It's like, ""Oh, can I have a come over?"" And then they want to sit and play computer games together. So, ""Dude, you just spent all day on the computer, you could have done that at a come over? She's finally in front of you and you're going to sit in front of the computer together?"" It's just crazy to me. So...",negative
gaming_group,1,4,5,"	I'd like to hear from you a little bit about what was your kids' exposure or experience with gaming before the pandemic? Did you have concerns before the pandemic? Were there benefits before the pandemic? And how has that changed? And what are your concerns, or do you see benefits with gaming? Parent 4, you want to lead us off, because...",4,"No. No. She's focused so much on just making friends with people she knows in the game. And she's mentioned a couple other people, but I have always made it real... We've been very strong for the fact that, ""I don't want you be with people you don't know."" And as far as I know, she's been respectful of that. Maybe she doesn't let me know, but I think that she's pretty respectful of that. And it's, for her, it's more fun if there are people she already knows. She already has a relationship with them, so that makes it more interpersonal, somehow.",positive
